FullAddress,SID,PID,EXID,Service,Longitude,Latitude,Company,_overlaps
3329 STIRRUP ST NEWCASTLE WY 82701,27473,,17,30X10 Copper,-104.2492044,43.84492822,Worland,
414 E 1 SHOSHONI WY 82649,7153,,20,30X10 Copper,-108.105289,43.23495403,Worland,
3297 SAGE CIR N NEWCASTLE WY 82701,29351,,17,30X10 Copper,-104.245844,43.84769567,Worland,
618 WILLOW ST UPTON WY 82730,19239,,22,30X10 Copper,-104.624936,44.09900237,Worland,
130 S SUMMIT AVE APT 3 NEWCASTLE WY 82701,28094,,17,30X10 Copper,-104.2009605,43.85407092,Worland,
3321 STIRRUP ST NEWCASTLE WY 82701,27471,,17,30X10 Copper,-104.2484504,43.84490436,Worland,
3291 CACTUS DR LOT 56 NEWCASTLE WY 82701,27465,,17,30X10 Copper,-104.2459643,43.84556427,Worland,
Null,26488,,17,30X10 Copper,-104.1999889,43.85481287,Worland,
110 RICE AVE SHERIDAN WY 82801,61436,,41,30X10 Copper,-106.9540998,44.78404963,Sheridan,
559 SACKETT AVE OSAGE WY 82723,29816,,18,30X10 Copper,-104.4256672,43.97965126,Worland,
722 4TH ST UPTON WY 82730,18970,,22,30X10 Copper,-104.6255126,44.10101264,Worland,
288 NOBLE ST OSAGE WY 82723,29723,,18,30X10 Copper,-104.4234771,43.98335957,Worland,
3325 STIRRUP ST NEWCASTLE WY 82701,27472,,17,30X10 Copper,-104.2487594,43.84493733,Worland,
811 CEDAR ST DUP-1 UPTON WY 82730,19460,,22,30X10 Copper,-104.6256981,44.10107702,Worland,
3291 CACTUS DR LOT 66 NEWCASTLE WY 82701,27460,,17,30X10 Copper,-104.2451904,43.84563148,Worland,
227 W MAIN ST NEWCASTLE WY 82701,27887,,17,30X10 Copper,-104.2056324,43.85463562,Worland,
1458 MARTIN AVE SHERIDAN WY 82801,33925,,41,30X10 Copper,-106.9623117,44.78237451,Sheridan,
893 NEFSY AVE OSAGE WY 82723,29722,,18,30X10 Copper,-104.4227405,43.98346044,Worland,
15 1/2 E WENTWORTH ST NEWCASTLE WY 82701,943330,,17,30X10 Copper,-104.2005673,43.85466758,Worland,
705 PINE ST UPTON WY 82730,18967,,22,30X10 Copper,-104.625911,44.10058335,Worland,
710 N STATE HIGHWAY 116 UPTON WY 82730,18924,,22,30X10 Copper,-104.6276607,44.10047096,Worland,
456 NEFSY AVE OSAGE WY 82723,29850,,18,30X10 Copper,-104.4200479,43.97953282,Worland,
3317 STIRRUP ST NEWCASTLE WY 82701,27470,,17,30X10 Copper,-104.2479984,43.84495071,Worland,
913 2ND ST UPTON WY 82730,19243,,22,30X10 Copper,-104.6248899,44.09836885,Worland,
717 PINE ST UPTON WY 82730,18969,,22,30X10 Copper,-104.6256941,44.10095863,Worland,
303 CAMBRIA ST NEWCASTLE WY 82701,27560,,17,30X10 Copper,-104.2065703,43.85745386,Worland,
709 PINE ST UPTON WY 82730,18968,,22,30X10 Copper,-104.625808,44.1006914,Worland,
113 W MAIN ST NEWCASTLE WY 82701,28072,,17,30X10 Copper,-104.2037273,43.85521548,Worland,
113 S SUMNER AVE NEWCASTLE WY 82701,28026,,17,30X10 Copper,-104.201933,43.85403735,Worland,
3291 CACTUS DR LOT 60 NEWCASTLE WY 82701,27463,,17,30X10 Copper,-104.2456513,43.84558085,Worland,
Null,26479,,17,30X10 Copper,-104.2008906,43.85398182,Worland,
15 E WENTWORTH ST NEWCASTLE WY 82701,62327,,17,30X10 Copper,-104.2003533,43.85447995,Worland,
Null,18557,,22,30X10 Copper,-104.6247372,44.09760718,Worland,
3322 LATIGO ST NEWCASTLE WY 82701,27528,,17,30X10 Copper,-104.2483434,43.84576473,Worland,
220 S SONORA AVE APT 4 NEWCASTLE WY 82701,910787,,17,30X10 Copper,-104.1996272,43.85380544,Worland,
130 S SUMMIT AVE APT 2 NEWCASTLE WY 82701,28028,,17,30X10 Copper,-104.200929,43.85402574,Worland,
1002 2ND ST UPTON WY 82730,19287,,22,30X10 Copper,-104.6245873,44.09781647,Worland,
304 CAMBRIA ST NEWCASTLE WY 82701,27563,,17,30X10 Copper,-104.2063322,43.85638227,Worland,
Null,26453,,17,30X10 Copper,-104.1998446,43.85262477,Worland,
441 PARK AVE OSAGE WY 82723,29862,,18,30X10 Copper,-104.4223653,43.97926958,Worland,
111 E 4 SHOSHONI WY 82649,62656,,20,30X10 Copper,-108.109755,43.23739745,Worland,
107 S SUMNER AVE NEWCASTLE WY 82701,28059,,17,30X10 Copper,-104.2020424,43.8541872,Worland,
3257 SECTION LINE RD NEWCASTLE WY 82701,27453,,17,30X10 Copper,-104.2419821,43.84405311,Worland,
632 SACKETT AVE OSAGE WY 82723,29826,,18,30X10 Copper,-104.4254753,43.98040838,Worland,
223 S SUMMIT AVE NEWCASTLE WY 82701,28042,,17,30X10 Copper,-104.199903,43.85344385,Worland,
229 S SUMMIT AVE NEWCASTLE WY 82701,28097,,17,30X10 Copper,-104.1997361,43.85331855,Worland,
110 OREGON SHOSHONI WY 82649,7045,,20,30X10 Copper,-108.1044814,43.23508063,Worland,
Null,26487,,17,30X10 Copper,-104.2000909,43.85465415,Worland,
19 W WINTHROP ST NEWCASTLE WY 82701,28087,,17,30X10 Copper,-104.2009226,43.85287539,Worland,
1118 6TH ST UPTON WY 82730,18945,,22,30X10 Copper,-104.626236,44.10106553,Worland,
15 E WINTHROP ST NEWCASTLE WY 82701,62328,,17,30X10 Copper,-104.1994823,43.85339987,Worland,
Null,18515,,22,30X10 Copper,-104.6262496,44.10114718,Worland,
Null,26478,,17,30X10 Copper,-104.1999161,43.85274878,Worland,
7 W WINTHROP ST NEWCASTLE WY 82701,28031,,17,30X10 Copper,-104.2003204,43.85314516,Worland,
220 S SUMMIT AVE NEWCASTLE WY 82701,28096,,17,30X10 Copper,-104.2003301,43.85327548,Worland,
130 S SUMNER AVE NEWCASTLE WY 82701,28023,,17,30X10 Copper,-104.2021112,43.85347793,Worland,
3278 SAGE CIR S NEWCASTLE WY 82701,27497,,17,30X10 Copper,-104.2440557,43.84676309,Worland,
555 ABSARAKA ST SHERIDAN WY 82801,59700,,41,30X10 Copper,-106.9644418,44.78118553,Sheridan,
3255 SECTION LINE RD NEWCASTLE WY 82701,27518,,17,30X10 Copper,-104.2416348,43.84413895,Worland,
Null,18511,,22,30X10 Copper,-104.6263629,44.10115699,Worland,
220 S SONORA AVE APT 1 NEWCASTLE WY 82701,66650,,17,30X10 Copper,-104.1996568,43.85385144,Worland,
3318 LATIGO ST NEWCASTLE WY 82701,27476,,17,30X10 Copper,-104.2480006,43.8458007,Worland,
17 W WENTWORTH ST NEWCASTLE WY 82701,28091,,17,30X10 Copper,-104.2013508,43.85381065,Worland,
13 W WENTWORTH ST NEWCASTLE WY 82701,28092,,17,30X10 Copper,-104.2012206,43.85387526,Worland,
688 SACKETT AVE OSAGE WY 82723,29823,,18,30X10 Copper,-104.4256234,43.98077411,Worland,
778 NEFSY AVE OSAGE WY 82723,62537,,18,30X10 Copper,-104.4216552,43.98251282,Worland,
648 SACKETT AVE OSAGE WY 82723,29825,,18,30X10 Copper,-104.425551,43.98063802,Worland,
360 SHERIDAN ST OSAGE WY 82723,29808,,18,30X10 Copper,-104.4234066,43.97920602,Worland,
308 CAMBRIA ST NEWCASTLE WY 82701,27565,,17,30X10 Copper,-104.2066445,43.85623607,Worland,
579 SACKETT AVE OSAGE WY 82723,29814,,18,30X10 Copper,-104.4257378,43.97989624,Worland,
115 S SUMMIT AVE NEWCASTLE WY 82701,62444,,17,30X10 Copper,-104.2007026,43.85452146,Worland,
111 OREGON ST SHOSHONI WY 82649,7268,,20,30X10 Copper,-108.1053974,43.23518017,Worland,
Null,18517,,22,30X10 Copper,-104.6263764,44.10088474,Worland,
3291 CACTUS DR LOT 63 NEWCASTLE WY 82701,27489,,17,30X10 Copper,-104.2453822,43.84595291,Worland,
348 SHERIDAN ST OSAGE WY 82723,29878,,18,30X10 Copper,-104.423169,43.97933024,Worland,
3291 CACTUS DR LOT 65 NEWCASTLE WY 82701,29168,,17,30X10 Copper,-104.245225,43.84596949,Worland,
669 MONDELL AVE OSAGE WY 82723,29830,,18,30X10 Copper,-104.425122,43.98074981,Worland,
3291 CACTUS DR LOT 67 NEWCASTLE WY 82701,27488,,17,30X10 Copper,-104.2450631,43.84597833,Worland,
3291 CACTUS DR LOT 69 NEWCASTLE WY 82701,27487,,17,30X10 Copper,-104.2449135,43.84603798,Worland,
3291 CACTUS DR LOT 58 NEWCASTLE WY 82701,27464,,17,30X10 Copper,-104.2458153,43.84557007,Worland,
836 WILSON AVE OSAGE WY 82723,29834,,18,30X10 Copper,-104.4243815,43.98248745,Worland,
518 METZ ST OSAGE WY 82723,29829,,18,30X10 Copper,-104.4252273,43.98103315,Worland,
143 STOCK MIDWEST WY 82643,25722,,15,30X10 Copper,-106.2759975,43.40972503,Worland,
Null,18516,,22,30X10 Copper,-104.6265931,44.10088869,Worland,
3291 CACTUS DR LOT 71 NEWCASTLE WY 82701,27486,,17,30X10 Copper,-104.2447639,43.84602252,Worland,
21 E WENTWORTH ST NEWCASTLE WY 82701,28029,,17,30X10 Copper,-104.2015585,43.85373458,Worland,
289 NOBLE ST OSAGE WY,29758,,18,30X10 Copper,-104.423571,43.98383649,Worland,
3282 SAGE CIR N NEWCASTLE WY 82701,27498,,17,30X10 Copper,-104.2444563,43.84672185,Worland,
306 CAMBRIA ST NEWCASTLE WY 82701,27564,,17,30X10 Copper,-104.2064877,43.85629929,Worland,
Null,29350,,17,30X10 Copper,-104.2455606,43.84741957,Worland,
720 4TH ST UPTON WY 82730,18947,,22,30X10 Copper,-104.6264363,44.10082788,Worland,
3296 SAGE CIR N LOT 52 NEWCASTLE WY 82701,27511,,17,30X10 Copper,-104.245746,43.84742045,Worland,
3285 SAGE CIR N NEWCASTLE WY 82701,27503,,17,30X10 Copper,-104.2449044,43.84709198,Worland,
3299 SAGE CIR N NEWCASTLE WY 82701,27502,,17,30X10 Copper,-104.2451151,43.847018,Worland,
3283 SAGE CIR S NEWCASTLE WY 82701,27504,,17,30X10 Copper,-104.2445136,43.8471069,Worland,
120 S SUMNER AVE NEWCASTLE WY 82701,28022,,17,30X10 Copper,-104.2021916,43.85361493,Worland,
521 MC GREW ST OSAGE WY 82723,29813,,18,30X10 Copper,-104.4248948,43.98035249,Worland,
235 LEWIS MIDWEST WY 82643,25708,,15,30X10 Copper,-106.2759093,43.41075241,Worland,
452 NEFSY AVE OSAGE WY 82723,29861,,18,30X10 Copper,-104.4200702,43.97966921,Worland,
13 W WINTHROP ST NEWCASTLE WY 82701,62321,,17,30X10 Copper,-104.2005491,43.85304536,Worland,
1274 1/2 ILLINOIS ST SHERIDAN WY 82801,64715,,41,30X10 Copper,-106.949975,44.78427373,Sheridan,
236 LEWIS MIDWEST WY 82643,25781,,15,30X10 Copper,-106.2759831,43.41046582,Worland,
123 S SUMNER AVE NEWCASTLE WY 82701,28061,,17,30X10 Copper,-104.2017905,43.85386801,Worland,
1037 S MAIN ST SHERIDAN WY 82801,60364,,41,30X10 Copper,-106.9557624,44.78704065,Sheridan,
3326 LATIGO ST NEWCASTLE WY 82701,27475,,17,30X10 Copper,-104.2487801,43.84579235,Worland,
220 S SONORA AVE APT 6 NEWCASTLE WY 82701,28100,,17,30X10 Copper,-104.1994952,43.85384411,Worland,
17 E WENTWORTH ST NEWCASTLE WY 82701,62335,,17,30X10 Copper,-104.2002342,43.85454668,Worland,
110 S SUMNER AVE NEWCASTLE WY 82701,28021,,17,30X10 Copper,-104.202391,43.85388217,Worland,
116 CAMBRIA ST NEWCASTLE WY 82701,29361,,17,30X10 Copper,-104.2057117,43.85764956,Worland,
220 S SONORA AVE APT 2 NEWCASTLE WY 82701,65837,,17,30X10 Copper,-104.1995926,43.85387064,Worland,
3298 SAGE CIR N NEWCASTLE WY 82701,29348,,17,30X10 Copper,-104.2459265,43.8473696,Worland,
886 NEFSY AVE OSAGE WY 82723,29760,,18,30X10 Copper,-104.422249,43.98401372,Worland,
102 CAMBRIA ST DUP-1 NEWCASTLE WY 82701,29359,,17,30X10 Copper,-104.2055126,43.85786659,Worland,
911 2ND ST UPTON WY 82730,19292,,22,30X10 Copper,-104.62473,44.09855247,Worland,
3293 SAGE CIR S NEWCASTLE WY 82701,63146,,17,30X10 Copper,-104.2454464,43.84700516,Worland,
812 ASH ST UPTON WY 82730,18918,,22,30X10 Copper,-104.627068,44.10198818,Worland,
544 S LINDEN AVE SHERIDAN WY 82801,61448,,41,30X10 Copper,-106.9640327,44.79209356,Sheridan,
220 S SONORA AVE APT 5 NEWCASTLE WY 82701,65845,,17,30X10 Copper,-104.1995649,43.85382475,Worland,
1515 WARREN AVE SHERIDAN WY 82801,64368,,41,30X10 Copper,-106.9588805,44.78168678,Sheridan,
102 CAMBRIA ST DUP-2 NEWCASTLE WY 82701,29360,,17,30X10 Copper,-104.2056664,43.85781224,Worland,
220 S SONORA AVE APT 3 NEWCASTLE WY 82701,65840,,17,30X10 Copper,-104.1995263,43.85388986,Worland,
2200 COUNTY ROAD 4N CRAIG CO 81625,23982,,1,30X10 Wireless,-107.7504562,40.98967879,DUBOIS,
1305 PINE DR SHERIDAN WY 82801,39275,,41,30X10 Wireless,-106.938824,44.78338277,Sheridan,
40 UPPER HIDEAWAY LN BIG HORN WY 82833,59776,,41,30X10 Wireless,-107.0783755,44.62594021,Sheridan,
60 SWAIM RD SHERIDAN WY 82801,63713,,41,30X10 Wireless,-106.9755492,44.73113376,Sheridan,
1507 S MAIN ST SHERIDAN WY 82801,945803,,41,30X10 Wireless,-106.9545952,44.78207494,Sheridan,
1005 BEAVER CREEK RD SHERIDAN WY 82801,61545,,41,30X10 Wireless,-107.0127155,44.68356488,Sheridan,
57 COX VALLEY RD SHERIDAN WY 82801,877697,,41,30X10 Wireless,-106.9479267,44.72215483,Sheridan,
65483 N HWY 13 CRAIG CO 81625,23567,,1,30X10 Wireless,-107.6297781,40.95795316,DUBOIS,
1116 4TH AVE E LOT 23 SHERIDAN WY 82801,65577,,41,30X10 Wireless,-106.9397536,44.76925955,Sheridan,
85 SHERRI VIEW DR SHERIDAN WY 82801,877414,,41,30X10 Wireless,-106.9742868,44.7293778,Sheridan,
19 COUNTRY ESTATES DR SHERIDAN WY 82801,63791,,41,30X10 Wireless,-106.9240003,44.77339064,Sheridan,
52 HWY 335 BIG HORN WY 82833,60365,,41,30X10 Wireless,-106.9714065,44.71403864,Sheridan,
3401 COFFEEN AVE SHERIDAN WY 82801,63826,,41,30X10 Wireless,-106.9407445,44.76080368,Sheridan,
523 VAL VISTA ST SHERIDAN WY 82801,59496,,41,30X10 Wireless,-106.9570379,44.80329972,Sheridan,
33 MALLARD RD SHERIDAN WY 82801,872665,,41,30X10 Wireless,-106.9580735,44.70058973,Sheridan,
8 LOWER HIDEAWAY LN BIGHORN WY 82833,60585,,41,30X10 Wireless,-107.0705122,44.6365565,Sheridan,
48 SHORT RD SHERIDAN WY 82801,59942,,41,30X10 Wireless,-106.9696893,44.76081991,Sheridan,
575 CREEK DR SHERIDAN WY 82801,64829,,41,30X10 Wireless,-106.9480318,44.74609791,Sheridan,
8 PARTRIDGE LN SHERIDAN WY 82801,868095,,41,30X10 Wireless,-106.9272192,44.76937129,Sheridan,
371 COFFEEN AVE SHERIDAN WY 82801,61723,,41,30X10 Wireless,-106.9498769,44.79213242,Sheridan,
244 S MAIN ST SHERIDAN WY 82801,935364,,41,30X10 Wireless,-106.9555886,44.79469122,Sheridan,
350 FALCON RIDGE CT SHERIDAN WY 82801,875391,,41,30X10 Wireless,-106.9615727,44.7704926,Sheridan,
2121 COLONIAL DR SHERIDAN WY 82801,61537,,41,30X10 Wireless,-106.9539797,44.77472775,Sheridan,
387 UPPER RD SHERIDAN WY 82801,61579,,41,30X10 Wireless,-106.9921296,44.74925364,Sheridan,
7 COUNTRY ESTATES DR SHERIDAN WY 82801,64909,,41,30X10 Wireless,-106.9244565,44.77295413,Sheridan,
2012 SKYLINE DR SHERIDAN WY 82801,61577,,41,30X10 Wireless,-106.9277607,44.7757427,Sheridan,
911 E BURKITT ST SHERIDAN WY 82801,64898,,41,30X10 Wireless,-106.9423147,44.79564349,Sheridan,
25 LARRY MILLER LN CROWHEART WY 82512,45249,,2,30X10 Wireless,-109.3352889,43.4235384,DUBOIS,
1224 ROSEWOOD CT SHERIDAN WY 82801,63922,,41,30X10 Wireless,-106.939243,44.74220191,Sheridan,
765 W TIMBERLINE DR SHERIDAN WY 82801,61132,,41,30X10 Wireless,-106.939648,44.78988878,Sheridan,
1 S TSCHIRGI ST SHERIDAN WY 82801,61336,,41,30X10 Wireless,-106.9579922,44.79700513,Sheridan,
1594 HOLLY PONDS DR SHERIDAN WY 82801,63905,,41,30X10 Wireless,-106.9802683,44.8103383,Sheridan,
1629 COMMERCIAL AVE SHERIDAN WY 82801,63770,,41,30X10 Wireless,-106.9336354,44.77926765,Sheridan,
120 PARADISE PARK RD SHERIDAN WY 82801,61558,,41,30X10 Wireless,-106.9853864,44.74715861,Sheridan,
14631 HWY 287 FORT WASHAKIE WY 82514,911722,,60,30X10 Wireless,-108.8728901,42.99067968,Sheridan,
1705 E BRUNDAGE LN SHERIDAN WY 82801,64596,,41,30X10 Wireless,-106.9309107,44.77554791,Sheridan,
41 HIGH VIEW RD SHERIDAN WY 82801,61694,,41,30X10 Wireless,-106.9386013,44.73868288,Sheridan,
2318 LARCH LN SHERIDAN WY 82801,64605,,41,30X10 Wireless,-106.9585533,44.77212624,Sheridan,
1950 E BRUNDAGE LN SHERIDAN WY 82801,64743,,41,30X10 Wireless,-106.9278864,44.77227431,Sheridan,
25 INDIAN PAINTBRUSH RD SHERIDAN WY 82801,64139,,41,30X10 Wireless,-106.9814296,44.73036155,Sheridan,
1732 LUPINE CT SHERIDAN WY 82801,64603,,41,30X10 Wireless,-106.9829354,44.8109377,Sheridan,
56 GULCH RD SHERIDAN WY 82801,61011,,41,30X10 Wireless,-106.9475491,44.82970789,Sheridan,
2445 DRY RANCH RD SHERIDAN WY 82801,872875,,41,30X10 Wireless,-106.9317923,44.77073481,Sheridan,
44 INDIAN PAINTBRUSH RD SHERIDAN WY 82801,61552,,41,30X10 Wireless,-106.9807634,44.7287983,Sheridan,
29 HOME RANCH CIR SHERIDAN WY 82801,60055,,41,30X10 Wireless,-106.9580991,44.75757629,Sheridan,
26 MALLARD RD SHERIDAN WY 82801,64783,,41,30X10 Wireless,-106.95725,44.70304628,Sheridan,
2100 BIG HORN AVE SHERIDAN WY 82801,33858,,41,30X10 Wireless,-106.9580965,44.77417848,Sheridan,
1410 INDUSTRIAL DR SHERIDAN WY 82801,64558,,41,30X10 Wireless,-106.9450431,44.81253881,Sheridan,
11 BOND LN SHERIDAN WY 82801,34132,,41,30X10 Wireless,-106.9848275,44.75197242,Sheridan,
925 FLEMING BLVD SHERIDAN WY 82801,61794,,41,30X10 Wireless,-106.9431424,44.74247405,Sheridan,
25 A LARRY MILLER LN CROWHEART WY 82512,901468,,2,30X10 Wireless,-109.3350074,43.4225501,DUBOIS,
420 AIRPORT RD LOT 53E SHERIDAN WY 82801,65657,,41,30X10 Wireless,-106.9619341,44.77495771,Sheridan,
1159 STATE HIGHWAY 450 NEWCASTLE WY 82701,28921,,17,10X1 Copper,-104.4562074,43.78090145,Worland,
4 MUSH CREEK CUT ACROSS RD NEWCASTLE WY 82701,28922,,17,10X1 Copper,-104.4711862,43.78685193,Worland,
895 BARLOW CANYON RD HULETT WY 82720,24747,,12,10X1 Copper,-104.7951199,44.67381778,Worland,
900 BARLOW CANYON RD HULETT WY 82720,24396,,12,10X1 Copper,-104.7984968,44.67469846,Worland,
862 BARLOW CANYON RD HULETT WY 82720,24751,,12,10X1 Copper,-104.7980303,44.66831074,Worland,
866 BARLOW CANYON RD HULETT WY 82720,24750,,12,10X1 Copper,-104.7981986,44.66710932,Worland,
484 BARLOW CANYON RD HULETT WY 82720,25108,,12,10X1 Copper,-104.7456114,44.65098157,Worland,
344 BARLOW CANYON RD HULETT WY 82720,25109,,12,10X1 Copper,-104.7219898,44.65025453,Worland,
314 LAKE RANCH RD HULETT WY 82720,25105,,12,10X1 Copper,-104.7979837,44.61349246,Worland,
314 A LAKE RANCH RD HULETT WY 82720,25300,,12,10X1 Copper,-104.7987249,44.61345418,Worland,
493 BARLOW CANYON RD HULETT WY 82720,62009,,12,10X1 Copper,-104.7488387,44.6531605,Worland,
395 BARLOW CANYON RD HULETT WY 82720,946600,,12,10X1 Copper,-104.7328394,44.65945938,Worland,
2038 NEW HAVEN RD OSHOTO WY 82720,24742,,12,10X1 Copper,-104.8597432,44.67011395,Worland,
522 BARLOW CANYON RD HULETT WY 82720,25107,,12,10X1 Copper,-104.7579152,44.63579751,Worland,
2036 HULETT WY 82720,25275,,12,10X1 Copper,-104.8589014,44.66943906,Worland,
524 BARLOW CANYON RD HULETT WY 82720,25106,,12,10X1 Copper,-104.7576706,44.63518605,Worland,
524 BARLOW CANYON SHOP HULETT WY 82720,24467,,12,10X1 Copper,-104.7575095,44.63481463,Worland,
692 BARLOW CANYON RD HULETT WY 82720,24752,,12,10X1 Copper,-104.7895744,44.65553566,Worland,
212 TOWNSEND RD NEWCASTLE WY 82701,28924,,17,10X1 Copper,-104.3850513,43.76879608,Worland,
489 BARLOW CANYON RD HULETT WY 82720,24755,,12,10X1 Copper,-104.7445102,44.6551567,Worland,
94 REDLAND RANCH LN HYSHAM MT 59038,39267,,30,10X1 Copper,-107.389743,46.25520732,Forsyth,
24 SUGAR RD HYSHAM MT 59038,937061,,30,10X1 Copper,-107.240865,46.29266526,Forsyth,
65 PUMPHOUSE RD HYSHAM MT 59038,38627,,30,10X1 Copper,-107.2372704,46.30264978,Forsyth,
25 SUGAR RD HYSHAM MT 59038,38994,,30,10X1 Copper,-107.2410105,46.29219103,Forsyth,
83 REDLAND RANCH LN HYSHAM MT 59038,39101,,30,10X1 Copper,-107.3878424,46.2555459,Forsyth,
516 ORCHARD ST HYSHAM MT 59038,38805,,30,10X1 Copper,-107.2273091,46.2881811,Forsyth,
205 RAPELJE AVE HYSHAM MT 59038,38995,,30,10X1 Copper,-107.2349762,46.29186207,Forsyth,
86 REDLAND RANCH LN HYSHAM MT 59038,38960,,30,10X1 Copper,-107.3887646,46.25513974,Forsyth,
88 REDLAND RANCH LN HYSHAM MT 59038,39104,,30,10X1 Copper,-107.3890614,46.25433098,Forsyth,
136 PUMPHOUSE RD HYSHAM MT 59038,39090,,30,10X1 Copper,-107.236355,46.30834179,Forsyth,
24 MYERS RD HYSHAM MT 59038,39084,,30,10X1 Copper,-107.240428,46.29112865,Forsyth,
57 THURLOW RD ROSEBUD MT 59347,39545,,33,10X1 Copper,-106.268422,46.28742055,Forsyth,
26 MYERS RD HYSHAM MT 59038,39085,,30,10X1 Copper,-107.2408384,46.29068771,Forsyth,
31 A HERT RD HYSHAM MT 59038,39211,,30,10X1 Copper,-107.2155733,46.27837239,Forsyth,
27096 HWY 384 HARDIN MT 59034,38906,,30,10X1 Copper,-107.109932,45.84981294,Forsyth,
134 PUMPHOUSE RD HYSHAM MT 59038,39216,,30,10X1 Copper,-107.2378803,46.30853238,Forsyth,
13941 HIGHWAY 212 ALZADA MT 59311,40417,,4,10X1 Copper,-104.3737165,45.00279749,Forsyth,
517 BUFORD ST HYSHAM MT 59038,38806,,30,10X1 Copper,-107.2267343,46.2882754,Forsyth,
513 SEVENTH AVE HYSHAM MT 59038,39185,,30,10X1 Copper,-107.2302961,46.28660585,Forsyth,
118 STATE ROUTE 79 HYSHAM MT 59038,38664,,30,10X1 Copper,-107.2244886,46.27572094,Forsyth,
115 SPURLING ST HYSHAM MT 59038,39049,,30,10X1 Copper,-107.2341905,46.2925274,Forsyth,
51 ARPAN TRL ALZADA MT 59311,40423,,4,10X1 Copper,-104.454585,45.04611252,Forsyth,
515 BUFORD ST HYSHAM MT 59038,38807,,30,10X1 Copper,-107.226823,46.28841534,Forsyth,
10 DECOCK LN HYSHAM MT 59038,39118,,30,10X1 Copper,-107.173298,46.29635473,Forsyth,
511 BUFORD ST HYSHAM MT 59038,38808,,30,10X1 Copper,-107.2268587,46.28870606,Forsyth,
Null,39449,,33,10X1 Copper,-106.2826827,46.29338516,Forsyth,
Null,39464,,33,10X1 Copper,-106.2689125,46.28872164,Forsyth,
109 ELLIOTT AVE HYSHAM MT 59038,38773,,30,10X1 Copper,-107.2365229,46.29281148,Forsyth,
207 SPURLING ST HYSHAM MT 59038,946482,,30,10X1 Copper,-107.2341962,46.29176646,Forsyth,
614 ORCHARD ST HYSHAM MT 59038,38810,,30,10X1 Copper,-107.2275685,46.28733595,Forsyth,
614 WAGNER ST HYSHAM MT 59038,38811,,30,10X1 Copper,-107.2290044,46.28734096,Forsyth,
505 SEVENTH AVE HYSHAM MT 59038,38940,,30,10X1 Copper,-107.23065,46.28651088,Forsyth,
144 PUMPHOUSE RD HYSHAM MT 59038,38961,,30,10X1 Copper,-107.2393751,46.31286827,Forsyth,
34 A VAN OLSON RD HYSHAM MT 59038,38974,,30,10X1 Copper,-107.1833476,46.29960544,Forsyth,
610 WAGNER ST HYSHAM MT 59038,38812,,30,10X1 Copper,-107.2290545,46.28750394,Forsyth,
34 VAN OLSON RD HYSHAM MT 59038,38677,,30,10X1 Copper,-107.1842071,46.29987887,Forsyth,
606 WAGNER ST HYSHAM MT 59038,38813,,30,10X1 Copper,-107.2288135,46.28775625,Forsyth,
522 WAGNER ST HYSHAM MT 59038,38814,,30,10X1 Copper,-107.2288635,46.28815855,Forsyth,
116 ELLIOTT AVE HYSHAM MT 59038 NEW,38842,,30,10X1 Copper,-107.2359569,46.29329046,Forsyth,
601 ORCHARD ST HYSHAM MT 59038,38815,,30,10X1 Copper,-107.2282314,46.28778945,Forsyth,
604 SEVENTH AVE HYSHAM MT 59038,38816,,30,10X1 Copper,-107.2290332,46.28708219,Forsyth,
515 ORCHARD ST HYSHAM MT 59038,38817,,30,10X1 Copper,-107.2282282,46.28823004,Forsyth,
211 ELLIOTT AVE HYSHAM MT 59038,38871,,30,10X1 Copper,-107.2346003,46.29279658,Forsyth,
65 PUMPHOUSE RD UNIT A HYSHAM MT 59038,39089,,30,10X1 Copper,-107.2376132,46.30245614,Forsyth,
514 WAGNER ST HYSHAM MT 59038,38821,,30,10X1 Copper,-107.2289618,46.28846543,Forsyth,
Null,38522,,30,10X1 Copper,-107.2177187,46.25637962,Forsyth,
129 STATE ROUTE 79 HYSHAM MT 59038,38663,,30,10X1 Copper,-107.2294096,46.2767968,Forsyth,
39 GIBSON RD HYSHAM MT 59038,39010,,30,10X1 Copper,-107.2165001,46.30065221,Forsyth,
211 GOODELL AVE HYSHAM MT 59038,39064,,30,10X1 Copper,-107.235034,46.29086937,Forsyth,
1786 UPPER SARPY CREEK RD HARDIN MT 59034,39030,,30,10X1 Copper,-107.129473,45.80946952,Forsyth,
2301 UPPER SARPY CREEK RD HARDIN MT 59034,39029,,30,10X1 Copper,-107.1156885,45.80318032,Forsyth,
195 RIVER RD HYSHAM MT 59038,39093,,30,10X1 Copper,-107.2787892,46.2930807,Forsyth,
2125 CARTERSVILLE RD ROSEBUD MT 59347,39527,,33,10X1 Copper,-106.303104,46.31085872,Forsyth,
45 PUMPHOUSE RD HYSHAM MT 59038,38625,,30,10X1 Copper,-107.2373197,46.29967505,Forsyth,
Null,39469,,33,10X1 Copper,-106.3222516,46.30183324,Forsyth,
55 HILL RD HYSHAM MT 59038,39031,,30,10X1 Copper,-107.2145267,46.26538465,Forsyth,
